!! This surface is a combination of the following surfaces:
!! methanol-attack/methanol-attack.txt
!! acetyl-leaving/acetyl-leaving.txt
!! This surface is based upon a LD surface
!! Variables are -
!! Xvar Yvar GasSCF dGasSCF DeltaG dDeltaG DeltaGld dDeltaGld sum sumld surface
2.75 3.05 -1513.409659 144.18 -411.62 -115.17 -441.01 -126.86 31.41 19.72 !! methanol-attack/methanol-attack.txt
2.75 3.10 -1513.409925 144.01 -410.51 -114.06 -440.32 -126.17 32.35 20.24 !! methanol-attack/methanol-attack.txt
2.75 3.15 -1513.410295 143.78 -408.98 -112.53 -439.28 -125.13 33.65 21.05 !! methanol-attack/methanol-attack.txt
2.75 3.20 -1513.410817 143.45 -407.89 -111.44 -438.22 -124.07 34.41 21.78 !! methanol-attack/methanol-attack.txt
2.75 3.25 -1513.411435 143.06 -406.28 -109.83 -436.20 -122.05 35.63 23.41 !! methanol-attack/methanol-attack.txt
2.75 3.30 -1513.412235 142.56 -405.30 -108.85 -435.98 -121.83 36.11 23.13 !! methanol-attack/methanol-attack.txt

2.80 1.80 -1513.415189 140.70 -445.99 -149.54 -465.04 -150.89 -6.44 -7.79 !! methanol-attack/methanol-attack.txt
2.80 1.85 -1513.420702 137.25 -444.04 -147.59 -463.59 -149.44 -7.94 -9.79 !! methanol-attack/methanol-attack.txt
2.80 1.90 -1513.424397 134.93 -442.20 -145.75 -462.49 -148.34 -8.42 -11.01 !! methanol-attack/methanol-attack.txt
2.80 1.95 -1513.426664 133.50 -440.55 -144.10 -460.53 -146.38 -8.20 -10.48 !! methanol-attack/methanol-attack.txt
2.80 2.00 -1513.427983 132.68 -438.67 -142.22 -459.90 -145.75 -7.14 -9.76 !! -10.67 !! methanol-attack/methanol-attack.txt
2.80 2.05 -1513.428125 132.59 -437.03 -140.58 -458.54 -144.39 -5.59 -9.40 !! methanol-attack/methanol-attack.txt
2.80 2.10 -1513.427898 132.73 -435.62 -139.17 -458.03 -143.88 -4.04 -8.75 !! methanol-attack/methanol-attack.txt
2.80 2.15 -1513.427143 133.20 -434.09 -137.64 -457.04 -142.89 -2.04 -7.29 !! methanol-attack/methanol-attack.txt
2.80 2.20 -1513.426057 133.89 -432.59 -136.14 -455.81 -141.66 0.15 -5.37 !! methanol-attack/methanol-attack.txt
2.80 2.25 -1513.424745 134.71 -431.11 -134.66 -454.57 -140.42 2.45 -3.31 !! methanol-attack/methanol-attack.txt
2.80 2.30 -1513.423295 135.62 -429.70 -133.25 -453.51 -139.36 4.77 -1.34 !! methanol-attack/methanol-attack.txt
2.80 2.35 -1513.421776 136.57 -428.34 -131.89 -452.63 -138.48 7.08 0.49 !! methanol-attack/methanol-attack.txt
2.80 2.40 -1513.420243 137.53 -427.71 -131.26 -452.14 -137.99 8.67 1.94 !! methanol-attack/methanol-attack.txt
2.80 2.45 -1513.418746 138.47 -425.37 -128.92 -451.05 -136.90 11.95 3.97 !! methanol-attack/methanol-attack.txt
2.80 2.50 -1513.417430 139.30 -423.63 -127.18 -449.60 -135.45 14.52 6.25 !! methanol-attack/methanol-attack.txt
2.80 2.55 -1513.415984 140.21 -422.21 -125.76 -448.77 -134.62 16.85 7.99 !! methanol-attack/methanol-attack.txt
2.80 2.60 -1513.414854 140.92 -420.92 -124.47 -447.91 -133.76 18.85 9.56 !! methanol-attack/methanol-attack.txt
2.80 2.65 -1513.413671 141.66 -419.50 -123.05 -447.34 -133.19 21.01 10.87 !! methanol-attack/methanol-attack.txt
2.80 2.70 -1513.412775 142.22 -418.32 -121.87 -445.89 -131.74 22.75 12.88 !! methanol-attack/methanol-attack.txt
2.80 2.75 -1513.411944 142.74 -417.07 -120.62 -444.84 -130.69 24.52 14.45 !! methanol-attack/methanol-attack.txt
2.80 2.80 -1513.411259 143.17 -415.96 -119.51 -444.61 -130.46 26.06 15.11 !! methanol-attack/methanol-attack.txt
2.80 2.85 -1513.410720 143.51 -414.96 -118.51 -443.89 -129.74 27.40 16.17 !! methanol-attack/methanol-attack.txt
2.80 2.90 -1513.410323 143.76 -413.92 -117.47 -443.24 -129.09 28.69 17.07 !! methanol-attack/methanol-attack.txt
2.80 2.95 -1513.410062 143.92 -412.92 -116.47 -442.46 -128.31 29.85 18.01 !! methanol-attack/methanol-attack.txt
2.80 3.00 -1513.409788 144.09 -411.24 -114.79 -440.11 -125.96 31.70 20.53 !! methanol-attack/methanol-attack.txt
2.80 3.05 -1513.409896 144.03 -410.65 -114.20 -439.71 -125.56 32.23 20.87 !! methanol-attack/methanol-attack.txt
2.80 3.10 -1513.410086 143.91 -409.67 -113.22 -439.30 -125.15 33.09 21.16 !! methanol-attack/methanol-attack.txt
2.80 3.15 -1513.410383 143.72 -408.11 -111.66 -438.03 -123.88 34.46 22.24 !! methanol-attack/methanol-attack.txt
2.80 3.20 -1513.410827 143.44 -407.04 -110.59 -437.09 -122.94 35.25 22.90 !! methanol-attack/methanol-attack.txt
2.80 3.25 -1513.411368 143.10 -405.49 -109.04 -435.15 -121.00 36.46 24.50 !! methanol-attack/methanol-attack.txt
2.80 3.30 -1513.412091 142.65 -404.46 -108.01 -434.58 -120.43 37.04 24.62 !! methanol-attack/methanol-attack.txt

2.85 1.80 -1513.416995 139.57 -445.32 -148.87 -464.30 -150.15 -6.90 -8.18 !! methanol-attack/methanol-attack.txt
2.85 1.85 -1513.422469 136.14 -443.38 -146.93 -462.97 -148.82 -8.39 -10.28 !! methanol-attack/methanol-attack.txt
2.85 1.90 -1513.426123 133.84 -441.53 -145.08 -461.63 -147.48 -8.84 -11.24 !! methanol-attack/methanol-attack.txt
2.85 1.95 -1513.428355 132.44 -439.79 -143.34 -460.01 -145.86 -8.50 -11.02 !! methanol-attack/methanol-attack.txt
2.85 2.00 -1513.429632 131.64 -437.85 -141.40 -459.40 -145.25 -7.36 -11.31 !! old -11.21 !! methanol-attack/methanol-attack.txt
2.85 2.05 -1513.429738 131.58 -436.39 -139.94 -457.61 -143.46 -5.96 -9.48 !! methanol-attack/methanol-attack.txt
2.85 2.10 -1513.429450 131.76 -434.88 -138.43 -457.47 -143.32 -4.27 -9.16 !! methanol-attack/methanol-attack.txt
2.85 2.15 -1513.428648 132.26 -433.39 -136.94 -456.26 -142.11 -2.28 -7.45 !! methanol-attack/methanol-attack.txt
2.85 2.20 -1513.427513 132.97 -431.86 -135.41 -455.17 -141.02 -0.04 -5.65 !! methanol-attack/methanol-attack.txt
2.85 2.25 -1513.426152 133.83 -430.42 -133.97 -454.32 -140.17 2.26 -3.94 !! methanol-attack/methanol-attack.txt
2.85 2.30 -1513.424650 134.77 -428.98 -132.53 -453.20 -139.05 4.64 -1.88 !! methanol-attack/methanol-attack.txt
2.85 2.35 -1513.423078 135.75 -427.56 -131.11 -451.94 -137.79 7.04 0.36 !! methanol-attack/methanol-attack.txt
2.85 2.40 -1513.421489 136.75 -426.09 -129.64 -450.96 -136.81 9.51 2.34 !! methanol-attack/methanol-attack.txt
2.85 2.45 -1513.419932 137.73 -424.66 -128.21 -450.07 -135.92 11.92 4.21 !! methanol-attack/methanol-attack.txt
2.85 2.50 -1513.418555 138.59 -422.84 -126.39 -449.22 -135.07 14.60 5.92 !! methanol-attack/methanol-attack.txt
2.85 2.55 -1513.417036 139.55 -421.54 -125.09 -448.15 -134.00 16.86 7.95 !! methanol-attack/methanol-attack.txt
2.85 2.60 -1513.415848 140.29 -420.34 -123.89 -447.13 -132.98 18.80 9.71 !! methanol-attack/methanol-attack.txt
2.85 2.65 -1513.414584 141.08 -418.79 -122.34 -446.20 -132.05 21.14 11.43 !! methanol-attack/methanol-attack.txt
2.85 2.70 -1513.413627 141.69 -417.61 -121.16 -445.50 -131.35 22.93 12.74 !! methanol-attack/methanol-attack.txt
2.85 2.75 -1513.412724 142.25 -416.42 -119.97 -444.33 -130.18 24.68 14.47 !! methanol-attack/methanol-attack.txt
2.85 2.80 -1513.411966 142.73 -415.21 -118.76 -443.50 -129.35 26.37 15.78 !! methanol-attack/methanol-attack.txt
2.85 2.85 -1513.411352 143.11 -414.07 -117.62 -442.83 -128.68 27.89 16.83 !! methanol-attack/methanol-attack.txt
2.85 2.90 -1513.410881 143.41 -412.96 -116.51 -441.66 -127.51 29.30 18.30 !! methanol-attack/methanol-attack.txt
2.85 2.95 -1513.410548 143.62 -411.78 -115.33 -440.94 -126.79 30.69 19.23 !! methanol-attack/methanol-attack.txt
2.85 3.00 -1513.410259 143.80 -410.22 -113.77 -439.22 -125.07 32.43 21.13 !! methanol-attack/methanol-attack.txt
2.85 3.05 -1513.410255 143.80 -409.70 -113.25 -439.06 -124.91 32.95 21.29 !! methanol-attack/methanol-attack.txt
2.85 3.10 -1513.410371 143.73 -408.71 -112.26 -438.57 -124.42 33.87 21.71 !! methanol-attack/methanol-attack.txt
2.85 3.15 -1513.410978 143.35 -1319.27 -1022.82 -576.84 -262.69 -877.07 22.5  !!-116.94 !! acetyl-leaving/acetyl-leaving.txt
2.85 3.20 -1513.410968 143.35 -406.10 -109.65 -435.89 -121.74 36.10 24.01 !! methanol-attack/methanol-attack.txt
2.85 3.25 -1513.411437 143.06 -404.71 -108.26 -434.49 -120.34 37.20 25.12 !! methanol-attack/methanol-attack.txt
2.85 3.30 -1513.412087 142.65 -403.69 -107.24 -433.32 -119.17 37.81 25.88 !! methanol-attack/methanol-attack.txt

2.90 1.80 -1513.418790 138.45 -444.70 -148.25 -463.90 -149.75 -7.40 -8.90 !! methanol-attack/methanol-attack.txt
2.90 1.85 -1513.424232 135.03 -442.74 -146.29 -462.57 -148.42 -8.86 -10.99 !! methanol-attack/methanol-attack.txt
2.90 1.90 -1513.427851 132.76 -441.63 -145.18 -461.13 -146.98 -10.02 -11.82 !! methanol-attack/methanol-attack.txt
2.90 1.95 -1513.430046 131.38 -439.09 -142.64 -459.55 -145.40 -8.86 -11.62 !! methanol-attack/methanol-attack.txt
2.90 2.00 -1513.431290 130.60 -437.12 -140.67 -459.51 -145.36 -7.67 -12.36 !! methanol-attack/methanol-attack.txt
2.90 2.05 -1513.431361 130.56 -435.68 -139.23 -457.65 -143.50 -6.27 -10.54 !! methanol-attack/methanol-attack.txt
2.90 2.10 -1513.431019 130.77 -434.14 -137.69 -456.38 -142.23 -4.52 -9.06 !! methanol-attack/methanol-attack.txt
2.90 2.15 -1513.430174 131.30 -432.62 -136.17 -455.17 -141.02 -2.47 -7.32 !! methanol-attack/methanol-attack.txt
2.90 2.20 -1513.428995 132.04 -431.11 -134.66 -454.40 -140.25 -0.22 -5.81 !! methanol-attack/methanol-attack.txt
2.90 2.25 -1513.427586 132.93 -429.66 -133.21 -453.28 -139.13 2.12 -3.80 !! methanol-attack/methanol-attack.txt
2.90 2.30 -1513.426040 133.90 -428.27 -131.82 -452.22 -138.07 4.48 -1.77 !! methanol-attack/methanol-attack.txt
2.90 2.35 -1513.424420 134.91 -426.85 -130.40 -451.79 -137.64 6.91 -0.33 !! methanol-attack/methanol-attack.txt
2.90 2.40 -1513.422780 135.94 -425.43 -128.98 -450.70 -136.55 9.36 1.79 !! methanol-attack/methanol-attack.txt
2.90 2.45 -1513.421170 136.95 -423.93 -127.48 -449.78 -135.63 11.87 3.72 !! methanol-attack/methanol-attack.txt
2.90 2.50 -1513.419741 137.85 -422.18 -125.73 -448.76 -134.61 14.52 5.64 !! methanol-attack/methanol-attack.txt
2.90 2.55 -1513.418155 138.84 -420.96 -124.51 -447.63 -133.48 16.73 7.76 !! methanol-attack/methanol-attack.txt
2.90 2.60 -1513.416915 139.62 -419.80 -123.35 -446.56 -132.41 18.67 9.61 !! methanol-attack/methanol-attack.txt
2.90 2.65 -1513.415577 140.46 -418.13 -121.68 -445.45 -131.30 21.18 11.56 !! methanol-attack/methanol-attack.txt
2.90 2.70 -1513.414567 141.10 -416.98 -120.53 -444.73 -130.58 22.97 12.92 !! methanol-attack/methanol-attack.txt
2.90 2.75 -1513.413597 141.70 -415.69 -119.24 -443.67 -129.52 24.86 14.58 !! methanol-attack/methanol-attack.txt
2.90 2.80 -1513.412772 142.22 -414.42 -117.97 -442.70 -128.55 26.65 16.07 !! methanol-attack/methanol-attack.txt
2.90 2.85 -1513.412091 142.65 -413.23 -116.78 -441.64 -127.49 28.27 17.56 !! methanol-attack/methanol-attack.txt
2.90 2.90 -1513.411880 142.78 -411.38 -114.93 -440.44 -126.29 30.25 18.89 !! acetyl-leaving/acetyl-leaving.txt
2.90 2.95 -1513.411158 143.23 -410.95 -114.50 -439.94 -125.79 31.13 19.84 !! methanol-attack/methanol-attack.txt
2.90 3.00 -1513.411251 143.18 -409.63 -113.18 -437.95 -123.80 32.40 21.78 !! acetyl-leaving/acetyl-leaving.txt
2.90 3.05 -1513.410735 143.50 -408.79 -112.34 -437.77 -123.62 33.56 22.28 !! methanol-attack/methanol-attack.txt
2.90 3.10 -1513.410780 143.47 -407.75 -111.30 -437.34 -123.19 34.57 22.68 !! methanol-attack/methanol-attack.txt
2.90 3.15 -1513.410939 143.37 -406.40 -109.95 -436.17 -122.02 35.82 23.75 !! methanol-attack/methanol-attack.txt
2.90 3.20 -1513.411243 143.18 -405.29 -108.84 -435.26 -121.11 36.74 24.47 !! methanol-attack/methanol-attack.txt
2.90 3.25 -1513.411644 142.93 -403.96 -107.51 -433.32 -119.17 37.82 26.16 !! methanol-attack/methanol-attack.txt
2.90 3.30 -1513.412220 142.57 -402.87 -106.42 -432.34 -118.19 38.55 26.78 !! methanol-attack/methanol-attack.txt

2.95 1.80 -1513.420553 137.34 -443.92 -147.47 -463.61 -149.46 -7.73 -9.72 !! methanol-attack/methanol-attack.txt
2.95 1.85 -1513.425982 133.93 -442.05 -145.60 -461.88 -147.73 -9.27 -11.40 !! methanol-attack/methanol-attack.txt
2.95 1.90 -1513.429572 131.68 -440.19 -143.74 -460.68 -146.53 -9.66 -12.45 !! methanol-attack/methanol-attack.txt
2.95 1.95 -1513.431732 130.32 -438.63 -142.18 -459.30 -145.15 -9.46 -12.43 !! methanol-attack/methanol-attack.txt
2.95 2.00 -1513.432950 129.56 -436.44 -139.99 -459.21 -145.06 -8.03 -11.83 !! -13.10 !! methanol-attack/methanol-attack.txt
2.95 2.05 -1513.432996 129.53 -435.03 -138.58 -457.17 -143.02 -6.65 -11.09 !! methanol-attack/methanol-attack.txt
2.95 2.10 -1513.432603 129.78 -433.47 -137.02 -455.57 -141.42 -4.84 -9.24 !! methanol-attack/methanol-attack.txt
2.95 2.15 -1513.431720 130.33 -431.92 -135.47 -454.48 -140.33 -2.74 -7.60 !! methanol-attack/methanol-attack.txt
2.95 2.20 -1513.430502 131.10 -430.42 -133.97 -453.49 -139.34 -0.47 -5.84 !! methanol-attack/methanol-attack.txt
2.95 2.25 -1513.429054 132.00 -428.94 -132.49 -452.71 -138.56 1.91 -4.16 !! methanol-attack/methanol-attack.txt
2.95 2.30 -1513.427465 133.00 -427.49 -131.04 -451.72 -137.57 4.36 -2.17 !! methanol-attack/methanol-attack.txt
2.95 2.35 -1513.425801 134.05 -426.07 -129.62 -450.61 -136.46 6.83 -0.01 !! methanol-attack/methanol-attack.txt
2.95 2.40 -1513.424116 135.10 -424.68 -128.23 -449.86 -135.71 9.27 1.79 !! methanol-attack/methanol-attack.txt
2.95 2.45 -1513.422456 136.14 -423.29 -126.84 -448.70 -134.55 11.70 3.99 !! methanol-attack/methanol-attack.txt
2.95 2.50 -1513.420988 137.07 -421.56 -125.11 -448.12 -133.97 14.36 5.50 !! methanol-attack/methanol-attack.txt
2.95 2.55 -1513.419336 138.10 -420.43 -123.98 -446.85 -132.70 16.52 7.80 !! methanol-attack/methanol-attack.txt
2.95 2.60 -1513.418057 138.91 -418.99 -122.54 -445.87 -131.72 18.77 9.59 !! methanol-attack/methanol-attack.txt
2.95 2.65 -1513.416644 139.79 -417.59 -121.14 -444.93 -130.78 21.05 11.41 !! methanol-attack/methanol-attack.txt
2.95 2.70 -1513.415586 140.46 -416.33 -119.88 -443.96 -129.81 22.98 13.05 !! methanol-attack/methanol-attack.txt
2.95 2.75 -1513.414457 141.16 -414.64 -118.19 -443.25 -129.10 25.37 14.46 !! methanol-attack/methanol-attack.txt
2.95 2.80 -1513.413667 141.66 -413.79 -117.34 -441.82 -127.67 26.72 16.39 !! methanol-attack/methanol-attack.txt
2.95 2.85 -1513.412877 142.16 -412.74 -116.29 -440.25 -126.10 28.27 18.46 !! methanol-attack/methanol-attack.txt
2.95 2.90 -1513.412325 142.50 -411.26 -114.81 -439.90 -125.75 30.09 19.15 !! methanol-attack/methanol-attack.txt
2.95 2.95 -1513.411868 142.79 -410.11 -113.66 -438.83 -124.68 31.53 20.51 !! methanol-attack/methanol-attack.txt
2.95 3.00 -1513.411514 143.01 -409.30 -112.85 -437.41 -123.26 32.56 22.15 !! methanol-attack/methanol-attack.txt
2.95 3.05 -1513.411320 143.13 -408.00 -111.55 -437.28 -123.13 33.98 22.40 !! methanol-attack/methanol-attack.txt
2.95 3.10 -1513.411298 143.15 -406.86 -110.41 -436.33 -122.18 35.14 23.37 !! methanol-attack/methanol-attack.txt
2.95 3.15 -1513.411396 143.09 -405.57 -109.12 -435.43 -121.28 36.37 24.21 !! methanol-attack/methanol-attack.txt
2.95 3.20 -1513.411625 142.94 -405.11 -108.66 -434.27 -120.12 36.68 25.22 !! methanol-attack/methanol-attack.txt
2.95 3.25 -1513.411974 142.72 -403.36 -106.91 -432.26 -118.11 38.21 27.01 !! methanol-attack/methanol-attack.txt
2.95 3.30 -1513.412478 142.41 -402.26 -105.81 -431.46 -117.31 39.00 27.50 !! methanol-attack/methanol-attack.txt

3.00 1.80 -1513.422331 136.22 -443.39 -146.94 -463.30 -149.15 -8.32 -10.53 !! methanol-attack/methanol-attack.txt
3.00 1.85 -1513.427718 132.84 -441.37 -144.92 -461.36 -147.21 -9.68 -11.97 !! methanol-attack/methanol-attack.txt
3.00 1.90 -1513.431281 130.61 -439.53 -143.08 -460.31 -146.16 -10.07 -13.15 !! methanol-attack/methanol-attack.txt
3.00 1.95 -1513.433405 129.27 -437.80 -141.35 -459.33 -145.18 -9.68 -13.51 !! methanol-attack/methanol-attack.txt
3.00 2.00 -1513.434608 128.52 -435.76 -139.31 -458.88 -144.73 -8.39 -12.61 !! -13.81 !! methanol-attack/methanol-attack.txt
3.00 2.05 -1513.434631 128.51 -434.36 -137.91 -456.90 -142.75 -7.00 -11.84 !! methanol-attack/methanol-attack.txt
3.00 2.10 -1513.434192 128.78 -432.69 -136.24 -455.25 -141.10 -5.06 -9.92 !! methanol-attack/methanol-attack.txt
3.00 2.15 -1513.433276 129.36 -431.24 -134.79 -454.25 -140.10 -3.03 -8.34 !! methanol-attack/methanol-attack.txt
3.00 2.20 -1513.432023 130.14 -429.70 -133.25 -452.97 -138.82 -0.71 -6.28 !! methanol-attack/methanol-attack.txt
3.00 2.25 -1513.430539 131.07 -428.25 -131.80 -452.24 -138.09 1.67 -4.62 !! methanol-attack/methanol-attack.txt
3.00 2.30 -1513.428900 132.10 -426.80 -130.35 -451.22 -137.07 4.15 -2.57 !! methanol-attack/methanol-attack.txt
3.00 2.35 -1513.427211 133.16 -425.34 -128.89 -449.96 -135.81 6.67 -0.25 !! methanol-attack/methanol-attack.txt
3.00 2.40 -1513.425488 134.24 -423.97 -127.52 -449.01 -134.86 9.12 1.78 !! methanol-attack/methanol-attack.txt
3.00 2.45 -1513.423786 135.31 -422.55 -126.10 -448.49 -134.34 11.61 3.37 !! methanol-attack/methanol-attack.txt
3.00 2.50 -1513.422274 136.26 -420.90 -124.45 -447.68 -133.53 14.21 5.13 !! methanol-attack/methanol-attack.txt
3.00 2.55 -1513.420575 137.33 -419.75 -123.30 -446.32 -132.17 16.43 7.56 !! methanol-attack/methanol-attack.txt
3.00 2.60 -1513.419259 138.15 -418.37 -121.92 -445.37 -131.22 18.63 9.33 !! methanol-attack/methanol-attack.txt
3.00 2.65 -1513.417773 139.08 -416.91 -120.46 -444.20 -130.05 21.02 11.43 !! methanol-attack/methanol-attack.txt
3.00 2.70 -1513.416680 139.77 -415.24 -118.79 -443.16 -129.01 23.38 13.16 !! methanol-attack/methanol-attack.txt
3.00 2.75 -1513.415456 140.54 -413.97 -117.52 -442.39 -128.24 25.42 14.70 !! methanol-attack/methanol-attack.txt
3.00 2.80 -1513.414639 141.05 -413.00 -116.55 -440.94 -126.79 26.90 16.66 !! methanol-attack/methanol-attack.txt
3.00 2.85 -1513.413985 141.46 -411.40 -114.95 -439.85 -125.70 28.91 18.16 !! acetyl-leaving/acetyl-leaving.txt
3.00 2.90 -1513.413344 141.86 -410.38 -113.93 -439.30 -125.15 30.33 19.11 !! acetyl-leaving/acetyl-leaving.txt
3.00 2.95 -1513.412837 142.18 -409.51 -113.06 -438.37 -124.22 31.52 20.36 !! acetyl-leaving/acetyl-leaving.txt
3.00 3.00 -1513.412464 142.41 -408.46 -112.01 -437.50 -123.35 32.80 21.46 !! acetyl-leaving/acetyl-leaving.txt
3.00 3.05 -1513.412222 142.57 -407.31 -110.86 -436.80 -122.65 34.11 22.32 !! acetyl-leaving/acetyl-leaving.txt
3.00 3.10 -1513.412111 142.64 -406.04 -109.59 -435.65 -121.50 35.45 23.54 !! acetyl-leaving/acetyl-leaving.txt
3.00 3.15 -1513.411954 142.73 -404.94 -108.49 -434.70 -120.55 36.64 24.58 !! methanol-attack/methanol-attack.txt
3.00 3.20 -1513.412128 142.63 -403.82 -107.37 -433.79 -119.64 37.66 25.39 !! methanol-attack/methanol-attack.txt
3.00 3.25 -1513.412568 142.35 -402.89 -106.44 -432.30 -118.15 38.31 26.60 !! acetyl-leaving/acetyl-leaving.txt
3.00 3.30 -1513.412965 142.10 -400.13 -103.68 -431.44 -117.29 40.82 27.21 !! acetyl-leaving/acetyl-leaving.txt

3.05 1.80 -1513.424093 135.12 -442.71 -146.26 -462.81 -148.66 -8.74 -11.14 !! methanol-attack/methanol-attack.txt
3.05 1.85 -1513.429455 131.75 -440.69 -144.24 -461.37 -147.22 -10.09 -13.07 !! methanol-attack/methanol-attack.txt
3.05 1.90 -1513.432992 129.53 -438.82 -142.37 -459.98 -145.83 -10.44 -13.90 !! methanol-attack/methanol-attack.txt
3.05 1.95 -1513.435091 128.22 -437.17 -140.72 -458.57 -144.42 -10.10 -13.80 !! methanol-attack/methanol-attack.txt
3.05 2.00 -1513.436262 127.48 -435.03 -138.58 -458.58 -144.43 -8.70 -13.33 !! -14.55 !! methanol-attack/methanol-attack.txt
3.05 2.05 -1513.436263 127.48 -433.67 -137.22 -456.29 -142.14 -7.34 -12.26 !! methanol-attack/methanol-attack.txt
3.05 2.10 -1513.435785 127.78 -432.04 -135.59 -455.09 -140.94 -5.41 -10.76 !! methanol-attack/methanol-attack.txt
3.05 2.15 -1513.434838 128.38 -430.50 -134.05 -453.95 -139.80 -3.27 -9.02 !! methanol-attack/methanol-attack.txt
3.05 2.20 -1513.433553 129.18 -428.99 -132.54 -453.07 -138.92 -0.96 -7.34 !! methanol-attack/methanol-attack.txt
3.05 2.25 -1513.432037 130.13 -427.56 -131.11 -452.13 -137.98 1.42 -5.45 !! methanol-attack/methanol-attack.txt
3.05 2.30 -1513.430373 131.18 -426.10 -129.65 -450.98 -136.83 3.93 -3.25 !! methanol-attack/methanol-attack.txt
3.05 2.35 -1513.428641 132.26 -424.70 -128.25 -449.57 -135.42 6.41 -0.76 !! methanol-attack/methanol-attack.txt
3.05 2.40 -1513.426882 133.37 -423.29 -126.84 -448.50 -134.35 8.93 1.42 !! methanol-attack/methanol-attack.txt
3.05 2.45 -1513.425143 134.46 -421.90 -125.45 -447.45 -133.30 11.41 3.56 !! methanol-attack/methanol-attack.txt
3.05 2.50 -1513.423601 135.43 -420.32 -123.87 -447.28 -133.13 13.96 4.70 !! methanol-attack/methanol-attack.txt
3.05 2.55 -1513.422102 136.37 -418.16 -121.71 -446.30 -132.15 17.06 6.62 !! acetyl-leaving/acetyl-leaving.txt
3.05 2.60 -1513.420633 137.29 -416.57 -120.12 -445.24 -131.09 19.57 8.60 !! acetyl-leaving/acetyl-leaving.txt
3.05 2.65 -1513.419274 138.14 -415.32 -118.87 -444.38 -130.23 21.67 10.31 !! acetyl-leaving/acetyl-leaving.txt
3.05 2.70 -1513.418038 138.92 -414.09 -117.64 -443.10 -128.95 23.68 12.37 !! acetyl-leaving/acetyl-leaving.txt
3.05 2.75 -1513.416933 139.61 -412.60 -116.15 -442.31 -128.16 25.86 13.85 !! acetyl-leaving/acetyl-leaving.txt
3.05 2.80 -1513.416023 140.18 -411.66 -115.21 -440.76 -126.61 27.37 15.97 !! acetyl-leaving/acetyl-leaving.txt
3.05 2.85 -1513.415181 140.71 -410.44 -113.99 -439.76 -125.61 29.12 17.50 !! acetyl-leaving/acetyl-leaving.txt
3.05 2.90 -1513.414477 141.15 -409.34 -112.89 -438.57 -124.42 30.66 19.13 !! acetyl-leaving/acetyl-leaving.txt
3.05 2.95 -1513.413909 141.51 -408.22 -111.77 -437.75 -123.60 32.14 20.31 !! acetyl-leaving/acetyl-leaving.txt
3.05 3.00 -1513.413475 141.78 -407.24 -110.79 -436.83 -122.68 33.39 21.50 !! acetyl-leaving/acetyl-leaving.txt
3.05 3.05 -1513.413172 141.97 -406.13 -109.68 -435.81 -121.66 34.69 22.71 !! acetyl-leaving/acetyl-leaving.txt
3.05 3.10 -1513.412998 142.08 -405.11 -108.66 -434.93 -120.78 35.82 23.70 !! acetyl-leaving/acetyl-leaving.txt
3.05 3.15 -1513.412606 142.33 -404.27 -107.82 -433.61 -119.46 36.91 25.27 !! methanol-attack/methanol-attack.txt
3.05 3.20 -1513.412736 142.24 -403.04 -106.59 -432.46 -118.31 38.05 26.33 !! methanol-attack/methanol-attack.txt
3.05 3.25 -1513.413247 141.92 -402.26 -105.81 -431.36 -117.21 38.51 27.11 !! acetyl-leaving/acetyl-leaving.txt
3.05 3.30 -1513.413564 141.72 -401.18 -104.73 -429.93 -115.78 39.39 28.34 !! acetyl-leaving/acetyl-leaving.txt

3.10 1.80 -1513.425837 134.02 -442.03 -145.58 -462.41 -148.26 -9.16 -11.84 !! methanol-attack/methanol-attack.txt
3.10 1.85 -1513.431178 130.67 -440.01 -143.56 -460.97 -146.82 -10.49 -13.75 !! methanol-attack/methanol-attack.txt
3.10 1.90 -1513.434692 128.47 -438.16 -141.71 -459.60 -145.45 -10.84 -14.58 !! methanol-attack/methanol-attack.txt
3.10 1.95 -1513.436766 127.17 -436.49 -140.04 -457.86 -143.71 -10.47 -14.14 !! methanol-attack/methanol-attack.txt
3.10 2.00 -1513.437914 126.45 -434.42 -137.97 -458.42 -144.27 -9.12 -14.16 !! -15.42 old !! methanol-attack/methanol-attack.txt
3.10 2.05 -1513.437890 126.46 -433.03 -136.58 -455.91 -141.76 -7.72 -12.90 !! methanol-attack/methanol-attack.txt
3.10 2.10 -1513.437593 126.65 -429.00 -132.55 -453.63 -139.48 -3.50 -10.43 !! acetyl-leaving/acetyl-leaving.txt
3.10 2.15 -1513.436409 127.39 -429.86 -133.41 -453.92 -139.77 -3.62 -9.98 !! methanol-attack/methanol-attack.txt
3.10 2.20 -1513.435095 128.21 -428.51 -132.06 -452.62 -138.47 -1.45 -7.86 !! methanol-attack/methanol-attack.txt
3.10 2.25 -1513.433550 129.18 -426.91 -130.46 -451.48 -137.33 1.12 -5.75 !! methanol-attack/methanol-attack.txt
3.10 2.30 -1513.431856 130.25 -425.51 -129.06 -450.69 -136.54 3.59 -3.89 !! methanol-attack/methanol-attack.txt
3.10 2.35 -1513.430089 131.36 -424.04 -127.59 -449.38 -135.23 6.17 -1.47 !! methanol-attack/methanol-attack.txt
3.10 2.40 -1513.428297 132.48 -422.74 -126.29 -448.21 -134.06 8.59 0.82 !! methanol-attack/methanol-attack.txt
